accident_id,person_id,involvement_type,age,injury,vehicle_type,action_taken
155,506,Driver,52.0,Minimal,"Automobile, Station Wagon",Stopped
156,507,Driver,,None,"Automobile, Station Wagon",Unknown
156,508,Pedestrian,32.0,Major,Other,
157,509,Motorcycle Driver,27.0,Major,Motorcycle,Stopped
157,510,Driver,17.0,None,"Automobile, Station Wagon",Slowing or Stopping
158,511,Vehicle Owner,,None,Other,
158,512,Driver,47.0,Major,"Automobile, Station Wagon",Going Ahead
158,513,Driver,52.0,Major,"Automobile, Station Wagon",Overtaking
159,514,Motorcycle Driver,27.0,Major,Motorcycle,Going Ahead
159,515,Driver,27.0,None,"Automobile, Station Wagon",Turning Left
160,516,Vehicle Owner,,,Other,
160,517,Driver,22.0,None,"Automobile, Station Wagon",Changing Lanes
160,518,Driver,32.0,None,"Automobile, Station Wagon",Turning Left
160,519,Pedestrian,27.0,Major,Other,
160,520,Other Property Owner,,,Other,
161,521,Driver,52.0,None,"Automobile, Station Wagon",Turning Left
161,522,Pedestrian,17.0,Major,Other,
162,523,Driver,77.0,None,"Automobile, Station Wagon",Overtaking
162,524,Cyclist,72.0,Major,Bicycle,Overtaking
163,525,Driver,67.0,Major,"Automobile, Station Wagon",Turning Left
163,526,Passenger,42.0,Major,Other,
163,527,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
163,528,Other Property Owner,,None,Other,
164,529,Passenger,17.0,None,Other,
164,530,Passenger,27.0,None,Other,
164,531,Vehicle Owner,,None,Other,
164,532,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
164,533,Pedestrian,22.0,Major,Other,
165,534,Driver,42.0,None,"Automobile, Station Wagon",Turning Right
165,535,Pedestrian,42.0,Fatal,Other,
166,536,Driver,47.0,Minor,"Automobile, Station Wagon",Turning Left
166,537,Driver,22.0,Major,"Automobile, Station Wagon",Going Ahead
167,538,Passenger,12.0,Major,Other,
167,539,Passenger,22.0,Minor,Other,
167,540,Other Property Owner,,None,Other,
167,541,Driver,27.0,Minor,"Automobile, Station Wagon",Going Ahead
168,542,Motorcycle Driver,27.0,Fatal,Motorcycle,Going Ahead
169,543,Passenger,17.0,Minor,Other,
169,544,Passenger,17.0,Major,Other,
169,545,Driver,22.0,Major,"Automobile, Station Wagon",Going Ahead
169,546,Driver,27.0,None,"Automobile, Station Wagon",Turning Left
170,547,Vehicle Owner,,None,Other,
170,548,Driver,22.0,None,"Automobile, Station Wagon",Turning Left
170,549,Pedestrian,77.0,Major,Other,
171,550,Driver,47.0,None,"Automobile, Station Wagon",Turning Left
171,551,Pedestrian,77.0,Fatal,Other,
172,552,Driver,47.0,Minimal,"Automobile, Station Wagon",Changing Lanes
172,553,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
172,554,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
173,555,Vehicle Owner,,,Other,
173,556,Driver,27.0,Major,"Automobile, Station Wagon",Reversing
173,557,Pedestrian,72.0,Minor,Other,
174,558,Passenger,87.0,Fatal,Other,
174,559,Driver,77.0,Minor,"Automobile, Station Wagon",Going Ahead
175,560,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
175,561,Passenger,42.0,None,Other,
175,562,Passenger,37.0,None,Other,
175,563,Passenger,,None,Other,
175,564,Vehicle Owner,,None,Other,
175,565,Driver,42.0,None,Other,Going Ahead
176,566,Driver,32.0,None,"Automobile, Station Wagon",Turning Left
176,567,Pedestrian,57.0,Major,Other,
177,568,Driver,57.0,Major,"Automobile, Station Wagon",Going Ahead
177,569,Vehicle Owner,,None,"Automobile, Station Wagon",
177,570,Driver,37.0,Minimal,"Automobile, Station Wagon",Going Ahead
178,571,Driver,67.0,None,"Automobile, Station Wagon",Turning Left
178,572,Pedestrian,82.0,Major,Other,
179,573,Passenger,22.0,Minor,Other,
179,574,Vehicle Owner,,,Other,
179,575,Driver,37.0,Minor,"Automobile, Station Wagon",Going Ahead
179,576,Passenger,37.0,Minor,Other,
179,577,Passenger,32.0,Minor,Other,
179,578,Driver,27.0,Major,"Automobile, Station Wagon",Other
180,579,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
180,580,Cyclist,47.0,Major,Bicycle,Turning Left
181,581,Passenger,47.0,Minimal,Other,
181,582,Driver,67.0,None,"Automobile, Station Wagon",Going Ahead
181,583,Driver,72.0,Major,"Automobile, Station Wagon",Going Ahead
181,584,Passenger,17.0,Major,Other,
181,585,Driver,47.0,Minor,"Automobile, Station Wagon",Going Ahead
181,586,Other Property Owner,,None,Other,
182,587,Driver,72.0,None,"Automobile, Station Wagon",Turning Left
182,588,Pedestrian,57.0,Major,Other,
183,589,Vehicle Owner,,,Other,
183,590,Driver,42.0,None,"Automobile, Station Wagon",Slowing or Stopping
183,591,Pedestrian,82.0,Major,Other,
184,592,Driver,57.0,Minimal,"Automobile, Station Wagon",Going Ahead
184,593,Pedestrian,22.0,Major,Other,Other
185,594,Driver,72.0,Major,"Automobile, Station Wagon",Going Ahead
185,595,Vehicle Owner,,None,Other,
185,596,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
186,597,Driver,32.0,Major,"Automobile, Station Wagon",Going Ahead
186,598,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
187,599,Driver,57.0,None,"Automobile, Station Wagon",Turning Left
187,600,Pedestrian,62.0,Major,Other,
188,601,Vehicle Owner,,,Other,
188,602,Driver,42.0,Fatal,"Automobile, Station Wagon",Turning Left
189,603,Passenger,27.0,Major,Other,
189,604,Vehicle Owner,,None,Other,
189,605,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
189,606,Other Property Owner,,None,Other,
190,607,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
190,608,Vehicle Owner,,None,Other,
190,609,Truck Driver,52.0,Minimal,Truck - Open,Going Ahead
190,610,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
191,611,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
191,612,Pedestrian,42.0,Major,Other,
191,613,Pedestrian,52.0,Fatal,Other,
192,614,Vehicle Owner,,None,Other,
192,615,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
192,616,Driver,57.0,Minimal,"Automobile, Station Wagon",Stopped
192,617,Passenger,52.0,Minor,Other,
192,618,Driver,57.0,Major,"Automobile, Station Wagon",Stopped
193,619,Driver,47.0,None,"Automobile, Station Wagon",Turning Left
193,620,Pedestrian,37.0,Major,Other,
194,621,Pedestrian,22.0,Major,Other,
194,622,Vehicle Owner,,,Other,
194,623,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
195,624,Passenger,,Minimal,Other,
195,625,Driver,37.0,Major,"Automobile, Station Wagon",Slowing or Stopping
196,626,Vehicle Owner,,,Other,
196,627,Driver,32.0,None,Other,Going Ahead
196,628,Pedestrian,42.0,Major,Other,
197,629,Driver,52.0,Minimal,"Automobile, Station Wagon",Stopped
197,630,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
197,631,Driver,37.0,Major,"Automobile, Station Wagon",Stopped
198,632,Passenger,62.0,Major,Other,
198,633,Driver,77.0,Major,"Automobile, Station Wagon",Going Ahead
198,634,Passenger,52.0,Major,Other,
198,635,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
199,636,Vehicle Owner,,None,Other,
199,637,Truck Driver,32.0,None,Truck - Open,Turning Left
199,638,Pedestrian,82.0,Major,Other,
200,639,Driver,47.0,None,"Automobile, Station Wagon",Turning Right
200,640,Pedestrian,27.0,Major,Other,
201,641,Vehicle Owner,,,Other,
201,642,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
201,643,Pedestrian,37.0,Major,Other,
202,644,Driver,52.0,Minor,"Automobile, Station Wagon",Going Ahead
202,645,Driver,67.0,None,"Automobile, Station Wagon",Going Ahead
202,646,Pedestrian,57.0,Major,Other,
203,647,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
203,648,Pedestrian,57.0,Major,Other,
204,649,Driver,,None,"Automobile, Station Wagon",Going Ahead
204,650,Pedestrian,57.0,Major,Other,
205,651,Driver,92.0,None,"Automobile, Station Wagon",Turning Right
205,652,Pedestrian,87.0,Major,Other,
206,653,Passenger,52.0,Major,Other,
206,654,Passenger,2.0,Major,Other,
206,655,Driver,32.0,Minimal,"Automobile, Station Wagon",Stopped
206,656,Driver,42.0,Major,"Automobile, Station Wagon",Unknown
207,657,Driver,42.0,None,"Automobile, Station Wagon",Stopped
207,658,Cyclist,27.0,Major,Bicycle,Overtaking
208,659,Driver,22.0,None,"Automobile, Station Wagon",Turning Left
208,660,Pedestrian,42.0,Minor,Other,
208,661,Pedestrian,12.0,Major,Other,
209,662,Pedestrian,62.0,Major,Other,
209,663,Driver,62.0,None,"Automobile, Station Wagon",Turning Left
210,664,Passenger,17.0,Major,Other,
210,665,Driver,22.0,Minor,"Automobile, Station Wagon",Going Ahead
210,666,Vehicle Owner,,None,Other,Parked
211,667,Driver,62.0,Major,"Automobile, Station Wagon",Going Ahead
211,668,Driver,57.0,Major,"Automobile, Station Wagon",Going Ahead
211,669,Driver,32.0,None,"Automobile, Station Wagon",Stopped
212,670,Driver,17.0,Minimal,"Automobile, Station Wagon",Going Ahead
212,671,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
212,672,Vehicle Owner,,None,Other,
212,673,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
213,674,Driver,22.0,Major,"Automobile, Station Wagon",Changing Lanes
213,675,Driver,42.0,Minimal,"Automobile, Station Wagon",Going Ahead
214,676,Driver,77.0,Major,"Automobile, Station Wagon",Turning Left
214,677,Passenger,42.0,Minor,Other,
214,678,Passenger,37.0,Minor,Other,
214,679,Driver,22.0,Minor,"Automobile, Station Wagon",Going Ahead
215,680,Driver,37.0,Major,"Automobile, Station Wagon",Slowing or Stopping
215,681,Passenger,62.0,Major,Other,
215,682,Passenger,82.0,Major,Other,
215,683,Vehicle Owner,,None,Other,
215,684,Driver,52.0,Major,"Automobile, Station Wagon",Going Ahead
215,685,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
216,686,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
216,687,Pedestrian,47.0,Major,Other,
217,688,Driver,52.0,None,"Automobile, Station Wagon",Turning Left
217,689,Pedestrian,47.0,Major,Other,
218,690,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
218,691,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
218,692,Passenger,7.0,Major,Other,
218,693,Driver,62.0,Major,"Automobile, Station Wagon",Going Ahead
219,694,Driver,52.0,Minor,"Automobile, Station Wagon",Going Ahead
219,695,Vehicle Owner,,,Other,
219,696,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
219,697,Driver,62.0,Major,"Automobile, Station Wagon",Going Ahead
220,698,Passenger,37.0,Major,Other,
220,699,Vehicle Owner,,,Other,
220,700,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
220,701,Driver,37.0,Fatal,"Automobile, Station Wagon",Going Ahead
221,702,Driver,52.0,None,"Automobile, Station Wagon",Turning Left
221,703,Pedestrian,77.0,Major,Other,
222,704,Driver,67.0,None,"Automobile, Station Wagon",Going Ahead
222,705,Passenger,12.0,Minimal,Other,
222,706,Passenger,62.0,Major,Other,
222,707,Passenger,17.0,Minimal,Other,
222,708,Driver,47.0,Minimal,"Automobile, Station Wagon",Going Ahead
223,709,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
223,710,Vehicle Owner,,None,Other,
223,711,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
224,712,Passenger,17.0,Minor,Other,
224,713,Driver,47.0,Major,"Automobile, Station Wagon",Going Ahead
224,714,Driver,32.0,Major,"Automobile, Station Wagon",Going Ahead
225,715,Passenger,12.0,None,Other,
225,716,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
225,717,Pedestrian,77.0,Fatal,Other,
226,718,Passenger,17.0,Minimal,Other,
226,719,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
226,720,Vehicle Owner,,,Other,
226,721,Driver,47.0,Fatal,"Automobile, Station Wagon",Turning Left
226,722,Driver,17.0,Minimal,"Automobile, Station Wagon",Going Ahead
226,723,Other Property Owner,,,Other,
227,724,Vehicle Owner,,,Other,
227,725,Driver,22.0,None,"Automobile, Station Wagon",Changing Lanes
227,726,Driver,,None,Taxi,Going Ahead
227,727,Pedestrian,22.0,Major,Other,
228,728,Passenger,22.0,Major,Other,
228,729,Driver,22.0,Minor,"Automobile, Station Wagon",Going Ahead
228,730,Other Property Owner,,,Other,
229,731,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
229,732,Pedestrian,67.0,Major,Other,
230,733,Driver,72.0,None,"Automobile, Station Wagon",Turning Left
230,734,Pedestrian,17.0,Major,Other,
231,735,Driver,52.0,None,"Automobile, Station Wagon",Turning Left
231,736,Pedestrian,67.0,Major,Other,
232,737,Driver,32.0,None,"Automobile, Station Wagon",Turning Right
232,738,Pedestrian,52.0,Major,Other,
233,739,Vehicle Owner,,None,Other,
233,740,Driver,52.0,Major,"Automobile, Station Wagon",Going Ahead
233,741,Driver,47.0,Minimal,"Automobile, Station Wagon",Going Ahead
233,742,Other Property Owner,,None,Other,
234,743,Pedestrian,57.0,Major,Other,
234,744,Vehicle Owner,,None,Other,
234,745,Driver,72.0,None,"Automobile, Station Wagon",Turning Left
235,746,Vehicle Owner,,None,Other,
235,747,Driver,42.0,None,"Automobile, Station Wagon",Stopped
235,748,Driver,42.0,Minor,"Automobile, Station Wagon",Stopped
235,749,Driver,57.0,Major,"Automobile, Station Wagon",Going Ahead
235,750,Driver,37.0,Minor,"Automobile, Station Wagon",Stopped
235,751,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
236,752,Pedestrian,72.0,Fatal,Other,
236,753,Vehicle Owner,,,Other,
236,754,Driver,52.0,None,,Turning Left
237,755,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
237,756,Other Property Owner,,None,Other,
238,757,Vehicle Owner,,,Other,
238,758,Driver,52.0,None,"Automobile, Station Wagon",Other
238,759,Pedestrian,42.0,Major,Other,
239,760,Passenger,42.0,Major,Other,
239,761,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
240,762,Driver,57.0,None,"Automobile, Station Wagon",Turning Left
240,763,Pedestrian,77.0,Major,Other,
241,764,Vehicle Owner,,None,Other,
241,765,Driver,22.0,None,"Automobile, Station Wagon",Turning Left
241,766,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
242,767,Pedestrian,77.0,Major,Other,
242,768,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
243,769,Vehicle Owner,,,Other,
243,770,Driver,52.0,None,"Automobile, Station Wagon",Turning Left
243,771,Pedestrian,57.0,Major,Other,
244,772,Driver,,None,"Automobile, Station Wagon",Going Ahead
244,773,Pedestrian,67.0,Major,Other,
245,774,Vehicle Owner,,None,Other,
245,775,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
245,776,Pedestrian,27.0,Major,Other,
246,777,Driver,17.0,Major,"Automobile, Station Wagon",Going Ahead
246,778,Other Property Owner,,,Other,
247,779,Passenger,17.0,Major,Other,
247,780,Passenger,17.0,Minor,Other,
247,781,Driver,47.0,Major,"Automobile, Station Wagon",Going Ahead
247,782,Passenger,22.0,Major,Other,
247,783,Vehicle Owner,,None,Other,
247,784,Driver,22.0,Major,"Automobile, Station Wagon",Going Ahead
247,785,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
248,786,Driver,22.0,None,"Automobile, Station Wagon",Turning Left
248,787,Pedestrian,87.0,Major,Other,
249,788,Driver,57.0,None,"Automobile, Station Wagon",Going Ahead
249,789,Pedestrian,77.0,Major,Other,
250,790,Driver,17.0,None,"Automobile, Station Wagon",Slowing or Stopping
250,791,Pedestrian,12.0,Major,Other,
251,792,Driver,37.0,Minimal,"Automobile, Station Wagon",Going Ahead
251,793,Passenger,37.0,Minimal,Other,
251,794,Vehicle Owner,,,Other,
251,795,Driver,27.0,Minimal,Taxi,Going Ahead
251,796,Cyclist,32.0,Major,Bicycle,Going Ahead
252,797,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
252,798,Passenger,2.0,None,Other,
252,799,Vehicle Owner,,,Other,
252,800,Driver,32.0,Minor,Other,Going Ahead
252,801,Driver,,None,"Automobile, Station Wagon",Turning Right
253,802,Driver,57.0,Major,"Automobile, Station Wagon",Turning Left
253,803,Driver,22.0,Minor,"Automobile, Station Wagon",Going Ahead
254,804,Driver,52.0,Major,"Automobile, Station Wagon",Stopped
254,805,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
255,806,Driver,62.0,None,"Automobile, Station Wagon",Going Ahead
255,807,Pedestrian,27.0,Major,Other,
256,808,Driver,52.0,None,"Automobile, Station Wagon",Turning Right
256,809,Cyclist,12.0,Major,Bicycle,Going Ahead
257,810,Driver,62.0,Major,"Automobile, Station Wagon",Going Ahead
257,811,Driver,47.0,Minor,"Automobile, Station Wagon",Going Ahead
258,812,Vehicle Owner,,,Other,
258,813,Truck Driver,37.0,None,Truck - Open,Stopped
258,814,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
259,815,Vehicle Owner,,,Other,
259,816,Driver,47.0,None,Other,Going Ahead
259,817,Driver,22.0,Minimal,"Automobile, Station Wagon",Going Ahead
259,818,Other Property Owner,,,Other,
259,819,Cyclist,42.0,Major,Bicycle,Stopped
260,820,Driver,27.0,None,"Automobile, Station Wagon",Turning Left
260,821,Pedestrian,22.0,Major,Other,
261,822,Cyclist,47.0,Major,Bicycle,Going Ahead
261,823,Driver,42.0,None,"Automobile, Station Wagon",Turning Right
262,824,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
262,825,Pedestrian,77.0,Major,Other,
263,826,Vehicle Owner,,,Other,
263,827,Driver,22.0,Minimal,"Automobile, Station Wagon",Turning Left
263,828,Driver,27.0,Minor,"Automobile, Station Wagon",Going Ahead
263,829,Pedestrian,32.0,Major,Other,Other
264,830,Vehicle Owner,,,Other,
264,831,Truck Driver,27.0,None,Truck - Open,Going Ahead
264,832,Driver,52.0,Major,"Automobile, Station Wagon",Going Ahead
265,833,Passenger,32.0,Major,Other,
265,834,Vehicle Owner,,None,Other,
265,835,Driver,27.0,Minor,"Automobile, Station Wagon",Going Ahead
266,836,Driver,72.0,Major,"Automobile, Station Wagon",Going Ahead
266,837,Driver,37.0,None,"Automobile, Station Wagon",Reversing
266,838,Vehicle Owner,,None,Other,
266,839,Driver,37.0,Minor,"Automobile, Station Wagon",Turning Left
267,840,Driver,42.0,Minimal,"Automobile, Station Wagon",Stopped
267,841,Vehicle Owner,,None,Other,
267,842,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
267,843,Driver,72.0,None,"Automobile, Station Wagon",Going Ahead
268,844,Vehicle Owner,,None,Other,Parked
268,845,Driver,37.0,Minor,"Automobile, Station Wagon",Going Ahead
268,846,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
268,847,Passenger,22.0,Minor,Other,
268,848,Driver,22.0,Major,"Automobile, Station Wagon",Changing Lanes
268,849,Other Property Owner,,None,Other,
269,850,Passenger,77.0,Minor,Other,
269,851,Passenger,32.0,Minor,Other,
269,852,Driver,37.0,Minor,"Automobile, Station Wagon",Going Ahead
269,853,Driver,32.0,Major,"Automobile, Station Wagon",Overtaking
270,854,Driver,57.0,None,"Automobile, Station Wagon",Going Ahead
270,855,Pedestrian,27.0,Major,,Going Ahead
271,856,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
271,857,Moped Driver,52.0,Major,Moped,Going Ahead
271,858,Driver,,None,"Automobile, Station Wagon",Turning Left
272,859,Motorcycle Driver,22.0,Fatal,Motorcycle,Going Ahead
272,860,Vehicle Owner,,,Other,
272,861,Driver,32.0,None,"Automobile, Station Wagon",Turning Left
273,862,Vehicle Owner,,,Other,
273,863,Driver,52.0,Major,"Automobile, Station Wagon",Going Ahead
273,864,Passenger,22.0,Minimal,Other,
273,865,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
273,866,Driver,62.0,None,"Automobile, Station Wagon",Going Ahead
274,867,Vehicle Owner,,,Other,
274,868,Driver,47.0,None,Municipal Transit Bus (TTC),Turning Left
274,869,Pedestrian,77.0,Major,Other,
275,870,Passenger,2.0,Minor,Other,
275,871,Passenger,12.0,Minor,Other,
275,872,Driver,47.0,Major,"Automobile, Station Wagon",Going Ahead
275,873,Driver,17.0,Minor,"Automobile, Station Wagon",Going Ahead
276,874,Driver,47.0,None,"Automobile, Station Wagon",Stopped
276,875,Motorcycle Driver,47.0,Major,Motorcycle,Going Ahead
277,876,Driver,,None,"Automobile, Station Wagon",Turning Left
277,877,Pedestrian,77.0,Major,Other,
278,878,Vehicle Owner,,None,Other,
278,879,Motorcycle Driver,22.0,Major,Motorcycle,Going Ahead
278,880,Driver,47.0,Minor,"Automobile, Station Wagon",Turning Left
279,881,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
279,882,Pedestrian,27.0,Major,Other,
280,883,Passenger,32.0,Minor,Other,
280,884,Driver,42.0,Minimal,"Automobile, Station Wagon",Going Ahead
280,885,Passenger,17.0,Minimal,Other,
280,886,Passenger,17.0,Major,Other,
280,887,Passenger,17.0,Minor,Other,
280,888,Driver,17.0,Minimal,"Automobile, Station Wagon",Turning Left
281,889,Driver,32.0,Major,"Automobile, Station Wagon",Going Ahead
281,890,Driver,47.0,Major,"Automobile, Station Wagon",Going Ahead
